,rating,comment
16361,0.0,không_giống khô sượng xịt siro vớt mãi lèo_tèo
16365,0.0,chờ bưng đông không_thân thiện nước_lèo bình_thường không_đặc trộn kêu kêu thất_vọng kêu
16366,0.0,thịt_viên xíu_mại
16368,0.0,đông tệ nói_chuyện dọn_bàn í chờ bơ gấp nở cho_dù không_hơn thích ghé làm_ăn bực thử đen dở cứng bở không_tài nhắc_nhở đừng lồi_lõm cục_cằn tạm lên_giá đông không_nói thái_độ không_thấm nổi không_muốn
16371,0.0,thưởng thứckết hư đau_bụng deletechỗ
16378,0.0,chạy lườm thái_độ phục_vụ
16379,0.0,bù tệ vĩ nướng toàn đợi cháy đen phục_vụ vệ chạy vệ phát ổn
16385,0.0,chả_đủ kẽ thành mắc không_giờ
16389,0.0,đen xì không_xí thịt dơ thành cân_nhắc
16392,0.0,ngán nhạt_nhẽo không_ăn
16402,0.0,thèm hoàng cười_cười_cười mặn thập_cẩm nhão hoàng thích thích thích
16403,0.0,người_nhà review cạch già nhạt_nhẽo nhầy_nhầy tóm bánh_phồng hàn
16407,0.0,uống gầnnên ghé uống không_hiểu phục_vụ phục_vụ hằn_học không_dám không_cho không_thích không_muốn
16409,0.0,đợi phàn_nàn đợi đông khó_chịu
16417,0.0,bồ_đề bất_đắc_dĩ thất_vọng đứng đợi chờ sẵn xuôi đem không_bỏ bún_bò không_quán bánh_chưng đông lột trắng_bóc trắng luộc lợi_nhuận luộc không_toàn đem gói cắt đãi_khách sợ cười
16423,0.0,chẳng_có thèm kêu lơ lơ đứng không_rất ghét nhân không_giờ ghé
16434,0.0,sizem tưởng nhầm không_nói cũnglại
16448,0.0,nít hũ không_ăn điệp_khúc không_ăn ép kế
16452,0.0,đợi nói_chuyện đợi không_làm thiện cạn hôy không_ăn không_thích thái_độ không_ưng
16460,0.0,ốp quẹt sốt nhân nghẹn
16462,0.0,bách nổi_cơn thèm không_ăn giảm_sút số_lượng vỏ giòn cùng_nhân đỗ cuộn sống mát chấm nước_chấm cười lụi bé tạm thích bánh_xèo hường
16467,0.0,chả_liên_quan không_khác chóphan cắt mỏng tí_tẹo cắt vọng toàn cộng tươi
16477,0.0,nan
16479,0.0,bảo săn rủ thử cười_cười_cười_cười_cười_tình_hình kém đông training cười_cười_cười_cười_cười_cười tý nhiêu lấn xô_đẩy không_hàng không_lối toàn nhoi mãi mời luônnncười phổ_biến giải_phóng đứng chờ vô_cùng tiếp đợi quan_âm viết phúc mãi quan_âm không_hỏi tự_động trắng chờ nản quan nhạt ngờ olong uống sáo kêu phúc bó trân_châu_sợi oimeoi mềm uống tiếc uống không_thì uống không_thì thông_cảm chạy chương_trình phạm lỗi chấp_nhận quán
16481,0.0,chút_xíu quảng_cáo hoành_tráng đổ có_hậu hậu lút_đầu
16494,0.0,bún_riêu tạm ổn không_bị đắt tạm hài_lòng
16501,0.0,cánh_gà sốt buger nước_ngọt toán airpay nước_ngọt nước_ngọt trả_lời chấp_nhận đổi báo giảm_giá
16504,0.0,ghé thử không_muốn dở không_rẻ
16512,0.0,khẩu_vị ghét vô_cùng bí đặc_trưng quốc
16513,0.0,nhầm đổi ưng thái_độ đổi thành dặn đừng không_vệ không_ưng đổi không_giờ
16516,0.0,không_bàn khó_chịu đoán lịch_sự xưng xưng trẻ tiếp cấm_kị trừ cách_biệt
16521,0.0,đông phục_vụ không_thích bơ_bơ bảo đông bể vụn vụn chật_chội
16522,0.0,phú dạo xô chạy trần_phú chào náo_nhiệt_kế trái_cây vỉa_hè trần phúđi nắng dctrời mưa không_nên nhiệt_tình giá_cả tạm trái_cây xô trái_cây gangdâuchùm cầurau dừachục
16532,0.0,cháy kêu thất_vọng nước_chấm tệ phân_nửa xúy côn_đồ kêu hét phục_vụ tệ không_chật hẹp gửi trộm cạy
16536,0.0,đắt đắt chiều_tối đầy_đủ lựa_chọn dĩa đinh ướp chấm kèm chấm nhảy nước_khoáng mắm đắt_khách chật
16547,0.0,không_muốn dở uống nhạt kêu tệ uống hắc đắng matcha sẵn
16563,0.0,cực_kỳ thích_thú đóng_gói đẹp bì chữ_nổi dập miễn chê thất_vọng không_hề nhẹ ập quá_trời chút_xíu
16570,0.0,lạ ghé thử tệ đẩy lề_đường xào mùi_vị xứng
16572,0.0,dâu_tằm nhạt_nhẽo chế
16573,0.0,không_đồng bảo tráng bảo nhầm chấp_nhận út bảo cuộn bảo vệ thái_độ cầm câng_câng thối thả không_nói
16574,0.0,thử ý_định mắc không_mà nói_chuyện mất_dạy kêu tô thử quên bún sẵn nguyên nguội_ngắt tưởng dư đổ vô tệ hiền tặng nhẹ ôm
16583,0.0,đợii kêu kêu tiềntui chữi giò dậy đâunói chợ_gạo
16586,0.0,thái_độ ưa
16587,0.0,đứng đợi không_đông toàn trả_lời khó_chịu béo béo ụa hả không_ăn buông không_hợp hợp_tình trộn thơm trộn
16592,0.0,bạch_tuộc hấp sò nướng hành sả nghêu bạch_tuộc nướng cân cộng không_ăn chê phàn_nàn chán đừng
16593,0.0,đi_khách kêu lẩu chờ không_quan kháchđến không_gọi chờ sức_ép
16595,0.0,uống tạm dễ_thương thái_độ lớn_tiếng nhắc thái_độ
16604,0.0,kêu rớt đào quán tưởng vô kêu đắt không_hiểu nổi dùm
16615,0.0,nan
16618,0.0,mò thử_nghiệm trộn sạch mỗi_tội không_public dán lưu cười
16620,0.0,quên chốt không_báo học chào cải_thiện trình
16634,0.0,nóng thủng rách đóng
16637,0.0,nướng sốt chẳng_có nướng đông củng đừng không_mà bắt sống đông online tốn
16638,0.0,thích uống thử vị tiết_kiệm uống không_thấy mặn rẻ không_hài không_đánh
16642,0.0,nguyên foam trắng
16646,0.0,thố thân_thiện
16649,0.0,thú_vị sauce nhầm thích sauce thái bắt protein lower không_giờ
16660,0.0,vỏ
16663,0.0,chụp sống ảo đẹp bơi chủ_nhật cấm không_cho bơi chụp lưu_trú bơi bơi bơi thèm chụp chẳng_làm thái_độ chất_lượng không_bàn dở hầu_như bức_xúc tạm_biệt
16665,0.0,mặt_đường thoáng sạch_sẽ đa_dạng giá_cả mềm đắt tốt mý giòn tạm không_đến tệ tầm_tầm mỳ tươi
16674,0.0,thường_xuyên ghé tiện khó_chịu nở uống phục_vụ không_giờ
16677,0.0,sầu_riêng bào
16679,0.0,dở không_hiểu đặc_sắc tệ
16681,0.0,kêu cục_thịt kèm chụp không_lá é toàn chẳng_có é nổi_tiếng lạt không_đòi đừng muống đừng cục_thịt buộc không_lịch nổi đổ
16689,0.0,dặn không_cho quên khô kính_thưa hành tẩm_quất vô kết_quả đau khó_chịu khô đừng thơm vô thơm không_chứ thơm xịt thơm hành xài sẵn vệ ghẹ không_hợp
16690,0.0,uống nhảo không_lắc ổ cưng củi khả_năng giữ_gìn chất_lượng
16708,0.0,tạm phục_vụ hạch choẹ vô kêu dĩa nướng nướng cảm_giác hằng học như_vầy kêu nguyên bún báo gói ghé
16712,0.0,cốt mọc thích cốt trân_châu cốt đặc tuỳ loãng không_một
16716,0.0,không_tốt vắng
16721,0.0,bánh_bèo đếm dát_mỏng_dính đậu mỏng đắt không_giờ
16725,0.0,khô cháy đen
16728,0.0,không_muốn tệ tươi đông_lạnh đem đông ôi đỡ cắn bắn nhà_hàng cạn sốt tương hiển_nhiên đông_lạnh bở tương hấp viết trí cấu_trúc
16732,0.0,tiêu tố việt vô_cùng khủng tốn không_ăn người_lớn nuốt sức_khỏe khác_số
16733,0.0,nan
16745,0.0,ghé không_ghé chán làm_biếng chụp xấu mù dở dở loãng ủng_vực kì dơ chăm_chút đổi tả
16759,0.0,nan
16761,0.0,bình_thường bình_thường tỏi ốc tỏi ốc xào hôi bì chảy
16765,0.0,khuyên không_nên uống rước dòi vô
16778,0.0,tháp không_hơi chuyên bún_chả_cá rẻ phục_vụ nhẹn nhạt một_chút nêm nắm sứa tương_đối rẻ bình_dân
16781,0.0,ghé xếp bảo_vệ bảo_vệ bảo gửi đứng đợi gửi mghe liên_tục văng_tục gửi không_báo ý_thức bảo_vệ văng_tục né cọc cằn dắt vứt vô toocha training uống rước tức chẳng_muốn review nhánh rộng thẳng ntp rãi phục_vụ dễ_thương tận_tình chất_lượng giảm_giá jamja ghé
16783,0.0,thử bịch bánh_tráng trắng trắng mốc sợ vựt khổ
16791,0.0,không_thì buldak sốt chế_biến buldak buldak
16797,0.0,kêu sống nướng bở
16800,0.0,quên không_uống nổi bzo tệ không_bzo bực
16803,0.0,ấn_tượng lẩu đậu_hủ toàn cộng già không_à nước_chấm đen bẩn tạm chấp_nhận không_hợp_lý mệt đói đành ráng nuốt không_giờ ghé chẳng_miệng
16804,0.0,không_rộng rộng nấu tệ laru nhạt đổ nấu xào trộn nướng
16805,0.0,kêu kêu khô quên chụp
16806,0.0,toàn lừa_đảo kém toàn phục_vụ thờ_ơ giỏi không_phòng hát chật_hẹp cạch già toàn
16808,0.0,ổn tệ tiếp không_niềm nở phục_vụ hẳn đeo mặc đứng tụm xét xì_xầm thạt khó_chịu bỏ_dở
16816,0.0,đau quằn_quại sốt
16824,0.0,sượng lợ_lợ trộn nêm nếm trộn không_kịp chống đói cẩn_thận dặn đừng
16834,0.0,hùn phục_vụ mặc_dù đồng_hồ nhịn_đói quyết trả_lời bận tức tốn đợi giải_thích
16835,0.0,trộn trộn cà_rốt xúc_xích không_vì_shop hời_hợt đổi tiêu_đề thành trộn
16842,0.0,cắt vụn kêu nấu không_cắt làm_mẫu đắt cắt
16845,0.0,cứng ngắt dở dở sò_lông mặn không_tươi lừa_gạt không_giờ nữagiận
16849,0.0,không
16858,0.0,tệ thái_độ nhục_nhã tầm_thường
16860,0.0,nếm nhạt chậm đem nguội bưng
16871,0.0,ghé uống đồcũng thích đồ_uống ghé hài_lòng gửi gửi hệ_thống gửi ahanh lâumình không_phân không_đáng trả_lời uống góp_ý không_cho thành đồ_uống
16877,0.0,mỏng đế dày mỏng mỏng cháy đế dày ngấm không_giống bỏ_lò nhân mặn salami cháy đen
16878,0.0,lục đào đem cẩn_thận
16879,0.0,huế app chăns nhà_hàng nguyên phát sợ không_giờ đem không
16892,0.0,ghé quánnhìn xinhkhông thích_hợp thích yên_tĩnh tận_tình đồ_uống không_như đợi
16897,0.0,tụt review toàn seeder vô thử vắng ngại thuyết_phục thử dè vô dơ định kêu thử dè dọn bánh_ướt nướng chiên dở mặn vía kéo vô đông dòm kêu buồn không_hiểu nổi vô review thử dè phục_vụ tệ ý_định làm_ăn dẹp_tiệm
16903,0.0,map cười tả vỉa_hè rộng thoải_mái đông quán nóng sạch_sẽ nhạt không_muốn chán đầy_đặn cười sạch chấm lụi bột_lọc thân_thiện quên cười tg tệ túm không_giờ
16914,0.0,ổn không_thoáng bẻ cổ lớn_tiếng thái_độ yên cấm nhắc_nhở mắng bất_lịch_sự
16915,0.0,niềm nở tâm_lý thoải_mái dằn_mặt
16922,0.0,chậm không_đông phục_vụ đứng
16924,0.0,tiềm trôi_sông đành vứt
16927,0.0,phục_vụ tươi chờ mãi uống kêu quên đậu chờ chờ chẳng_có zì thề bảo cạn miếng chán hẳn ngưng chờ cố_gắng từ_chối tiếp chờ uống cocacola không_hài tất_nhiên sửa chẳng_lại
16933,0.0,không_ăn không_quan
16939,0.0,tạm nghỉ buồn bắt
16941,0.0,không_thấy đậu đậu sốt đổ học_hỏi gói đồ_ăn ngoại
16951,0.0,né tô không_tưởng nổi gỡ sẵn dở nước_lèo nấu tươi review
16956,0.0,mát_mẻ dễ_chịu đá không_nhiệt mãi không_thấy phục_vụ vô nước_mắm toàn không_ăn khô đắng không_thơm ăn_ở không_ăn thử thèm bún_chả nội thỏa_mãn
16958,0.0,không_và không_ưng bánh_nướng nhẹ_nhàng kéo đóng không_hề đổi đóng giùm sợ đổ nhân không_thơm chẳng_béo_bùi chẳng_nhạt hẳn lợ_lợ
16969,0.0,không_tố loãng
16972,0.0,thất vọngđồ
16976,0.0,thử loãng không_mùi rồng đen nhạt cảm_tình kết không_lại nhạt không_rõ bình_thường rồng đậu lạ không_giá uống lành
16979,0.0,hoảng nổi nướng phiền khăng_khăng dẻ vô nhìu chả_có sốt xà_lách trơ không_giờ
16984,0.0,tộ thất_vọng
16986,0.0,mệt lọt thái_độ tệmình viênlàm vincomhôm ghé uống nướcthì ngânmình ơibên không_thì giảm_giá tặng chịukhinh khỉnh uống uống rủ rủ hút nạt tưởng tuyệt_vời tốt uốngbạn ngântóc mắt_kính liếc vậybọn uống không_dám ngại
16988,0.0,kimbap miếng dưa chân_thành khuyên không_nên
16990,0.0,thực_phẩm tệ
17000,0.0,toàn bún_ốc trộn trộn học đông đa_dạng miến trộn rẽ giảng thoáng già già trộn miến không_khá đắt
17003,0.0,hậu ngân hoàng tệ đứng bơ gắt thái_độ tệ không_lại
17008,0.0,hông hùng uống hưởng
17026,0.0,phục_vụ nhanhghẹ ghẹ lỏng phục_vụ bốc
17032,0.0,tép đậu đắng mãi_mãi đéo lề_đường nhà_hàng
17051,0.0,đậm ghẹ tô chả_nhưng mắc
17055,0.0,không_vệ bàn_ghế phục_vụ ráng tiếc phóng
17061,0.0,đổi lươn thất_vọng dở_tệ chế
17069,0.0,ghé đông xiết đợi đợi phàn_nàn tắt đồ_ăn đợi chạy không_lý bắt định không_đủ nấu toàn không_thích
17074,0.0,điện toàn kêu hứa gửi không_gửi không_nên
17083,0.0,vợ_chồng ghé chấm rãi tạm ổn trừ nguyên bám toàn chụp hồi_đầu không_thoải không_giờ ghé
17095,0.0,thử gợi_ý tốt thất_vọng tạm chấp_nhận không_hiểu mỳ nhõn trộn sốt sốt toàn vớt_vát xào không_rõ không_liên không_quá chất_lượng
17101,0.0,phụ tệ thực_đơn đậu đậu không_muốn khó_chịu bắt mẹt sở_thích không_đặt tệ
17102,0.0,thích không_quán phục_vụ tệ không_khá
17105,0.0,haychè thơm đậu béo cốt đắng bảo í mắc cười
17106,0.0,ăn_ở thử tưởng chát chát_hoá chát thập_cẩm hình_ảnh chấm dồi cực_kỳ dở không_ngậy không_ăn nổi dư chán cố bảo không_phí thập_cẩm lạng bán_đắt gấp vãi vãi nổi hành trần kèm trần mời trần tiếp nhạt_nhẽo dở nấu mời chấm miếng thề không_hiểu dở khuyên tức_là mời đông kín sạch gấp đừng dại
17107,0.0,ghé đay thiết sốc nằng không_cho dừng không_chạy thẳng không_hỏi bình_thường rộng xếp không_thoáng phục_vụ cầm uống kêu giới_thiệu kêu đá đem đen không_chịu nổi nhắc bình_thường uống hợp không_vớt vát không_ghé
17112,0.0,không_rõ bồ_đào toàn không_thấy vô_vị uống vị đáng_giá chán_ăn đỡ đen không_thấy kém bánh_hỏi không_rõ
17120,0.0,uống
17121,0.0,cũ số_lượng quên giải_quyết
17123,0.0,thèm mãi đầy_đủ chả_cốm đầy_đủ toàn ép sẵn nhạt ủng
17129,0.0,nan
17149,0.0,thái_độ thiên_hạ ưa không_nhưng tươi đỡ dở ức_chế sống quấn kèm sống chờ chấm tạm ổn quá_lửa cháy mắc chả_rẻ phục_vụ thiên_hạ tốt đừng rước bực
17150,0.0,bình_thường bật máy_lạnh tắt máy_lạnh nóng bực_mình không_ghé dịch_vụ tệ
17153,0.0,mậu thắng thắng trần khải ghé bực viết chê không_giờ ghé bộ_mặt thái_độ hãm cạch kêu bắp kêu gân dĩa bột_lọc bưng đem nguyên dĩa chả_cả đơ ãnh chả_bạn bảo kêu kêu gân không_phàn ãnh bắp bảo chả_dạ nhấn_mạnh chủ_ngữ bực bảo kêu gân không_bưng thái_độ phục_vụ dám ghé đổi đói thất_vọng ghé bánh_bèo khọt sẵn sate thích khó_chịu ghê thành hình_như complain kéo toàn đốn
17159,0.0,nuốt nổi ngập toàn xào tí không_giấy tệ
17181,0.0,mềm phục_vụ thử đào cực dở không_ngọt lợ_lợ uống cà_phê lợ_lợ không_hiểu đặc cuả không_lại không_hiêủ đông lạ khẩu_vị toàn mỏ trợn kế
17186,0.0,uống đen chán cứng không_đủ thơm kém lọc
17187,0.0,ổn shipper nguyên bực tô trộn làm_ăn không_hàng thể_hiện phát_chán cửa_hàng rút kiểm
17195,0.0,đói ghé đại vô thực_đơn trông_chờ vệ cầm cầm không_dạy cầm thọc rửa chiên bảo đợi đông đóng phục_vụ nổi rắc_rối chờ nấu nướng chiên tẩm sốt kêu chờ dẹp_tiệm lỡ chấp_nhận chờ chờ chả_có đứng dậy mốc bật xập_xình điếc dơ
17196,0.0,di_ngư_ông chờ lạt không_tô tạm nứơc đuoc rẻ chuột bò ghê
17205,0.0,không_chín ê mắc chất_lượng tệ
17211,0.0,tệ đậu nhách nguội mềm nắm tệ vọng đem
17222,0.0,title giòn steak nhách nhắc không_ngờ blade trẹo cắt không_muốn đứt mềm quá_trời ưng trộn béo thích sốt xí lạ chicken butter dễ_dãi xíu thơm bơ ướp sống hơi_hơi sống thích không_rộng rãi không_lãng rẻ động sốt thích không_lại kết_thúc nhạt_nhẽo quật
17230,0.0,thất_vọng nhẹ_nhàng tả thất_vọng
17236,0.0,thiết đừng ghé phục_vụ kém
17242,0.0,rẻ tươi nhiên không_chuẩn bònói kì rẻ gầu
17243,0.0,chấm uống thử tươi việt phô tươi thạch dở mềm cứng_đơ phô mắc dở
17247,0.0,nan
17248,0.0,không_hề ăn_ở thái_độ mải nhãng đứng mãi quảng_cáo giơ quét mã zalopay zalopay lù_lù quản_lí nhắc hết_mình toán chiết_khấu trừ xác_nhận toán khó_chịu toán toán giúp khó_chịu nói_chuyện cực toán xuất_hoá_đơn giúp bẹp
17256,0.0,sống chảy tươi vệ suốt healthy quảng_cáo toàn thực_phẩm tốt không_rẻ
17265,0.0,app cá_lóc cá_lóc
17272,0.0,olong chân_trắng chée thạch trái_cây thất_vọng
17273,0.0,chờ bảo đợi đem bảo đem bàn tức đợi bảo nhăn_nhó
17287,0.0,thái_độ tốt
17288,0.0,không_xứng
17290,0.0,nan
17291,0.0,hói thái_độ không_tốt mắng chửi nước_chấm đắt
17296,0.0,lỡ hối_hận viết lông_lá nanh cảm_giác hiếu_khách phát mò cọt_kẹt sập ọp_ẹp tối_tăm khó_chịu bàn_tọa ngửi hậu thân_thiện nhởn tiếp nóng không_hiểu chế nóng chế chả_nguội tưởng_tượng chứa tách nóng loãng nguội tách nóng chất_lượng ý_tưởng cộng cộng giá_cả không_hiểu láo_liên đọc review xịn xịn xuất cầm uống oạch
17300,0.0,bật ngửa mềm giòn cắn dở xíu hứa sâu không_giờ lục
17301,0.0,uống góp_ý uống phô bàn_cãi mắc uống chẳng_có xíu đứng đợi vắng nắp dính uống tuyệt_vời uống thương_hiệu uống đau chỉnh chờ_đợi không_bàn uống bye
17311,0.0,mắc không_đóng ráng sức_khỏe cộng_đồng
17312,0.0,chả_cá bình_thường ghé
17318,0.0,chào thích_khẩu_vị thực_đơn thái_độ xíu vọng ghé ủng_hộ không_là nghĩ_thái_độ không_nghĩ nầy xứng_đáng kình chờ nghĩa_là thức không_đó thức hối kèm cộc_lốc vị_ngữ giừo thái_độ chấp_nhận ăn_ké nhắc văn_hoá đọc đắt_khách thích thích thích
17320,0.0,sốt nước_ngọt sốt kimchi củ_cải kèm shipper sốt sốt lạc không_nóng không_thấm
17322,0.0,uống thạch dần thái_độ kém mặt_nặng nhẹ không_nhiệt
17335,0.0,lắc ỉu mỳ sốt_hợp mềm phô đút nhạt nhão nhạt gói kỹ sốt chảy nguyên vô cạ lắc
17337,0.0,kế không_đến tiện ăn_uống quốc rim xào bí_đỏ rim muống bí nhạt_nhẽo nóng hành cắt toàn
17355,0.0,đào tắc nhân nhân tắc đào nhạt_nhẽo
17357,0.0,uống
17360,0.0,đóng
17361,0.0,bình_luận_cứ thất_vọng không_rẻ tít mặn chằn chụp quên chụp ngoại chê chê dở
17366,0.0,chất_lượng xứng vô dở
17388,0.0,app
17394,0.0,đem tô nước_lèo chả_hấp chả_chiên
17402,0.0,thái_độ
17404,0.0,phô không_nói phô thức_ăn_nhạt_nhẽo bở không_giống chụp tưởng_tượng phô không_tiền không_là tạm
17407,0.0,mưa đậu đậu chiên tưởng rán hấp_dẫn bánh_tôm chả_giống bọc giấy_bạc nóng thất_vọng toàn_tập mưa
17408,0.0,thức_ăn sạch sẽcó không_đặc biệt
17415,0.0,thái_độ kém nói_chuyện không_thèm cộc_lốc lịch_sự trả_lời nói_năng
17419,0.0,mặn đậu
17421,0.0,trùng qán hẳn thơm dư_thừa ốc phát chậm chéo đuổi sợ không_giờ dám đặt_chân
17424,0.0,đồ_uống mãi thích không_và
17425,0.0,tạm xoài cũ không_ăn không_lỗi đứng cạy móng ewww không_lại
17427,0.0,quên sợ quên chú_ý uống không_đổi
17438,0.0,phục_vụ
17445,0.0,tạm tạm rẻ
17459,0.0,app tôm_hùm nguyên ấm
17464,0.0,hình_như cộc_lốc khó_chịu uống thiệt dở uống ấm xỉu xỉu gằng bảo xỉu mặc định thiết_nghĩ giới_thiệu tiếp tuyển dịch_vụ thái_độ bàn chẳng_đông
17466,0.0,không_thích vói khó_chịu
17481,0.0,tải nổi mặn mặn mặn nêm chả_có khẩu_vị nhỏ_tí đông nườm_nượp đứng xếp_hàng chả_quế thơm quế ổn
17482,0.0,đừng xù phân_biệt
17486,0.0,tín kiếm bank kiếm không_nạp
17490,0.0,đẹp sạch_sẽ nhiên tệ khó_chịu
17497,0.0,không_quản
17507,0.0,sống tệ bánh_mì cứng cứng nấu sẵn hâm_nóng hâm_nóng phục_vụ nhăn_nhó kêu đứng dậy liền uống khó_tính đuổi không_lại
17512,0.0,không_nhỉ
17519,0.0,lặn_lội vọng yên_tĩnh làm_việc thất_vọng cứng_nhắc hoạt sắp_xếp không_tìm không_nắng không_cho chụp mặc_khách kệ dự dự_định cưới không_thật lỡ kêu phê phục_vụ tệ
17524,0.0,nâu thành không_nhưng
17529,0.0,thái_độ phục tát
17532,0.0,lướt không_hợp shipper bảo đổi phụ thích lấymình vọng làm_việc
17535,0.0,nan
17540,0.0,witht noodle gave noodle tourists
17541,0.0,đặt_hàng không_một uống bực mát kỳ_cục
17544,0.0,review đậu ếch chiên ốc toàn đậu ếch chiên cháy thơm
17550,0.0,ghé bực_mình vô_hình kêu lỗi phục_vụ kêu
17552,0.0,ăn_dở bảo sấu nghỉ không_báo ăn_dở_miệng không_gọi
17554,0.0,đồ_ăn
17555,0.0,bình_thường hỗn ăn_nói khách_hàng hình_như khách_hàng không_quản khuyên tẩy
17557,0.0,khúc không_giờ
17567,0.0,vắng chị_gái trộn trẻ trộn bánh_tráng cứng nhấn_mạnh trái tắc bịch trái nhắc quên kết bảo tắc mắc xỉn xỏ dễ_chịu không_làm trộn trái nặn mắc thèm bịch ăn_đứt thèm chẳng_muốn chẳng_lẻ cũn khúc tệ dần
17569,0.0,nước_lã tệ
17574,0.0,trải_nghiệm không_tốt uống thái_độ bực_mình ghé thoải_mái không_thoáng dắt trông thích uống không_ở thái_độ đồ_ăn bánh_tráng trộn kêu uống không_giờ ghé chú_ý không_ghé bực_tức_như
17575,0.0,bảo nóng không_đồng kệ không_gọi kiểm không_ăn phản_ánh viết review chấp_nhận gỡ tiêu_cực lỗi tiếp
17583,0.0,reviwe xác_nhận không_giờ tưởng nhầm gọi_là bình_thường gọi_là không_hợp dở thất_vọng thống_nhất không_giờ ủng_hộ
17584,0.0,cực mê nóng lạnh lụi xuất_sắc thử đông thoảng_đổi không_cười bơ lộn thơm mềm kèm không_bằng bơ thơm_lừng mê cút lộn mặn kèm tốt mưa lười cố khóc giá_cả bình_thường lụi bơ lộn địa_điểm xèo lụi đình
17589,0.0,sốt tiêu đùi ghét
17592,0.0,không_nguyên
17599,0.0,đắt
17607,0.0,nan
17608,0.0,đen báo tệ thất_vọng
17626,0.0,đề quẩy phục_vụ chán
17633,0.0,nướng tráng_miệng kèm không_sánh
17636,0.0,đẹp trừ phục_vụ kém thời_tiết mưa muộn đứng khản_cổ tư_vấn trả_lời không_chắc nướng hấp nấu hài nướng hành nộm nổi mời giúp tiếp thiên_hạ bận thôithất vọng
17640,0.0,nan
17651,0.0,dở vân_đồn vô chém nhái mụ chém cú không_hỏi toàn
17656,0.0,nướng nướng cháy sợ kèm nướng bàn phát_hiện bò sâu cầm thất_vọng chất_lượng vệ
17665,0.0,báo đ viết thất_vọng vườn thành
17669,0.0,kêu không_hiểu làm_ăn chả_hài_lòng không_lại
17681,0.0,mix uống tèo
17689,0.0,beamin không_cập nước_ép lưu cực đục uống úng dở lựu uống
17690,0.0,loãng đắng không_giá hẹp uống
17702,0.0,hứng nhậu chở vô không_cảm bình_dân chủ_yếu chả_rộng_rãi không_thích rát phổ_biến không_thấy chờ vía không_xứng không_nói không_ổn cẩn_thận
17704,0.0,uống không_gọi chất_lượng làm_việc
17710,0.0,hôi_dầu mắc tô thiệt không_dám mắc ói đem sợ ớn không_chứ thiệt
17714,0.0,phùng đông không_hề đầy_đủ nạt cọng không_đáng bình_dân không_đạt trẻ dở quên chụp
17716,0.0,chửi vô dí kiếm vô ròi làm_biếng cười nhiệt_tình hách_dịch thất_vọng kêu ăn_ý hất tập chờ bàn hầu_như trống toàn bày dọn dọn_bàn hix tập toàn nít hiếu_động xíu chửi hét công_cộng tập
17722,0.0,ghé phát_hiện bóp cốp lì_xì cốp kiểm bóp lật_ngược nhăn không_thấy vọng làm_việc chạy rêu bóp vascara trộm
17735,0.0,đói_bụng bánh_mì không_muốn vỏn_vẹn miếng ốp bọc sốt cần_thơ bánh_mì không_ngờ lừa_đảo không_màn cảnh_báo đừng
17749,0.0,đào
17770,0.0,trương hảo trá không_hài trà bảo đem đổ thành nghỉ chênh_lệch uống
17772,0.0,ság ghé kèm
17777,0.0,phục_vụ hùa nói_láo thề không_giờ
17779,0.0,trông đẹp_mắt khô mắng chạy khóc không_lại
17789,0.0,súp ương bố_láo ý_kiến gióng ăn_tươi sợ không_giờ dám ghé
17790,0.0,không_được_vệ đựng cũ cũ bốc cầm cầm cầm dắt bốc bốc cảm_giác đỡ bẩn không_dám xét
17796,0.0,nướng nguyên kêu định tí_xíu dụ rẻ lựa xăm hà không_lấy bảo ep ráng nhịn trừ tươi không_gitôi khuyên rẻ trừ vẻ việt quý đem hải_sản phục_vụ mượn miễn_phí lừa_đảo
17799,0.0,hẹn không_thấy bảo quên dịch_vụ
17801,0.0,bình_luận
17805,0.0,mời uống phân_vân mãi uống uống tố không_mình vị không_rửa kỹ thành loạn_xạ tệ uống không_rẻ tệ uống nhạt tệ
17808,0.0,cười đau_khổ nhiêu trả_lời đo lần_lượt đem vớt vớt bé_tí quánh đoàn_kết cười
17813,0.0,xoài xoài
17814,0.0,cháy quẹt thất_vọng đông đọng đông kết_tủa cháy ổn sốt thất_vọng
17822,0.0,hẹn không_thích đẹp ồn_ào thường_xuyên vô kịp uống uống khó_chịu ghê đem uống dính bẩn bưng uống chẳng_nói_chuyện ồn lỗ sợ thương_hiệu chết
17826,0.0,hoạt_động không_ạ định ghé
17827,0.0,đậu kêu thứ_bảy đông chờ khó_chịu đông chạy thông_cảm chờ đồ_ăn mặc đông kêu kêu đợi tiếp bực kêu tắc phục_vụ luônai không_khó chờ_đợi khó_chịu thái_độ không_khách mãi_mãi ghé
17828,0.0,đông kêu nướng đông chạy chạy bàn chờ hoài không_thấy vô chờ đồng_hồ hào nướng hành nướng mặc_dù kêu nướng phô chế hào không_thèm chờ đông không_thèm thề không_giờ
17841,0.0,thử sữa_đặc_biệt không_đậm trân_châu cứng pudding đào đào miếng không_bằng đào không_muốn
17847,0.0,hàu nướng nướng tươi_sống hàu đông chậm nướng bàn chiên nhắc dùm nhắc kết dùm đói nguội cá_lăng nhách rờ thử lạnh bảo bắt ướp_lạnh phát_hiện kết_quả đông_lạnh kết đồng_hồ đợi chụp vắng_tênh bảo đông
